,side_effect_name,stitch_id_flat
3898,Testicular atrophy,21
3899,Testicular disorder,13
3900,Testicular pain,25
3901,Testicular swelling,17
3902,Testis cancer,1
3903,Tetanus,2
3904,Tetany,31
3905,Tetrahydrobiopterin deficiency,1
3906,Therapeutic response decreased,4
3907,Therapeutic response increased,2
3908,Therapeutic response unexpected,6
3909,Therapy naive,3
3910,Thermal burn,9
3911,Thinking abnormal,128
3912,Thirst,225
3913,Thoracic vertebral fracture,1
3914,Thought blocking,1
3915,Throat irritation,77
3916,Throat tightness,54
3917,Thrombocytopenia,650
3918,Thrombocytopenic purpura,60
3919,Thrombocytosis,94
3920,Thrombophlebitis,217
3921,Thrombophlebitis superficial,23
3922,Thrombosis,119
3923,Thrombosis in device,4
3924,Thrombosis mesenteric vessel,2
3925,Thrombotic microangiopathy,11
3926,Thrombotic thrombocytopenic purpura,30
3927,Thyroglobulin increased,1
3928,Thyroid adenoma,3
3929,Thyroid cancer,1
3930,Thyroid disorder,19
3931,Thyroid function test abnormal,10
3932,Thyroid neoplasm,10
3933,Thyroiditis,15
3934,Thyrotoxic crisis,3
3935,Thyroxine decreased,1
3936,Thyroxine free decreased,2
3937,Tibial torsion,1
3938,Tic,3
3939,Tinea cruris,2
3940,Tinea infection,4
3941,Tinea pedis,8
3942,Tinea versicolour,3
3943,Tinnitus,422
3944,Tobacco poisoning,1
3945,Tobacco withdrawal symptoms,1
3946,Toe walking,1
3947,Tongue blistering,3
3948,Tongue coated,11
3949,Tongue discolouration,63
3950,Tongue disorder,116
3951,Tongue dry,2
3952,Tongue geographic,3
3953,Tongue neoplasm,1
3954,Tongue neoplasm malignant stage unspecified,1
3955,Tongue oedema,75
3956,Tongue paralysis,7
3957,Tongue pigmentation,1
3958,Tongue spasm,4
3959,Tongue ulceration,20
3960,Tonic clonic movements,2
3961,Tonic convulsion,1
3962,Tonsillar disorder,1
3963,Tonsillar hypertrophy,1
3964,Tonsillitis,28
3965,Tooth abscess,54
3966,Tooth discolouration,17
3967,Tooth disorder,88
3968,Tooth erosion,2
3969,Tooth fracture,5
3970,Tooth hypoplasia,5
3971,Tooth infection,13
3972,Tooth injury,2
3973,Tooth loss,3
3974,Tooth malformation,1
3975,Toothache,89
3976,Torsade de pointes,95
3977,Torticollis,34
3978,Tourette's disorder,7
3979,Toxic dilatation of intestine,1
3980,Toxic encephalopathy,2
3981,Toxic epidermal necrolysis,297
3982,Toxic neuropathy,2
3983,Toxic shock syndrome,4
3984,Toxic skin eruption,12
3985,Toxicity to various agents,35
3986,Toxoplasmosis,3
3987,Tracheal disorder,1
3988,Tracheal fistula,1
3989,Tracheitis,11
3990,Tracheo-oesophageal fistula,4
3991,Tracheobronchitis,25
3992,Tracheostomy infection,1
3993,Transaminases decreased,1
3994,Transaminases increased,105
3995,Transfusion reaction,7
3996,Transient cerebrovascular events,1
3997,Transient global amnesia,4
3998,Transient ischaemic attack,72
3999,Transplant failure,1
4000,Transplant rejection,6
4001,Transverse sinus thrombosis,1
4002,Traumatic arthropathy,2
4003,Traumatic fracture,1
4004,Traumatic haematoma,3
4005,Traumatic haemorrhage,4
4006,Traumatic liver injury,48
4007,Traumatic lung injury,2
4008,Tremor,537
4009,Treponema infections,1
4010,Trichorrhexis,1
4011,Trichotillomania,1
4012,Tricuspid valve incompetence,1
4013,Trigeminal neuralgia,4
4014,Trigger finger,3
4015,Trismus,40
4016,Trisomy 18,3
4017,Trisomy 21,6
4018,Troponin I increased,2
4019,Troponin increased,2
4020,Tuberculin test positive,1
4021,Tuberculosis,20
4022,Tubulointerstitial nephritis,138
4023,Tumour cell mobilisation,1
4024,Tumour compression,1
4025,Tumour flare,8
4026,Tumour haemorrhage,2
4027,Tumour invasion,2
4028,Tumour lysis syndrome,33
4029,Tumour necrosis,6
4030,Tumour pain,10
4031,Tunnel vision,1
4032,Turner's syndrome,1
4033,Tympanic membrane disorder,1
4034,Tympanic membrane hyperaemia,1
4035,Tympanic membrane perforation,8
4036,Type 1 diabetes mellitus,1
4037,Type 2 diabetes mellitus,10
4038,Type I hypersensitivity,15
4039,Type III immune complex mediated reaction,1
4040,Type IIa hyperlipidaemia,2
4041,Type IV hypersensitivity reaction,18
4042,Typhoid fever,2
4043,Ulcer,137
4044,Ulcer haemorrhage,4
4045,Ulcerative keratitis,32
4046,Ulna fracture,1
4047,Ultrasound breast abnormal,1
4048,Ultrasound ovary abnormal,1
4049,Umbilical hernia,2
4050,Underweight,3
4051,Unintended pregnancy,16
4052,Unresponsive to stimuli,6
4053,Unwanted awareness during anaesthesia,1
4054,Upper airway obstruction,5
4055,Upper gastrointestinal haemorrhage,11
4056,Upper limb fracture,1
4057,Upper motor neurone lesion,1
4058,Upper respiratory tract congestion,5
4059,Upper respiratory tract infection,348
4060,Upper respiratory tract inflammation,2
4061,Upper respiratory tract signs and symptoms,2
4062,Upper-airway cough syndrome,25
4063,Urate nephropathy,2
4064,Ureteral spasm,7
4065,Ureteric cancer,1
4066,Ureteric obstruction,15
4067,Ureteritis,1
4068,Ureterostomy site discomfort,1
4069,Urethral discharge,1
4070,Urethral disorder,409
4071,Urethral haemorrhage,7
4072,Urethral obstruction,2
4073,Urethral pain,16
4074,Urethral stenosis,4
4075,Urethral syndrome,1
4076,Urethritis,25
4077,Urethritis noninfective,24
4078,Urge incontinence,2
4079,Urinary abnormalities,6
4080,Urinary bladder polyp,1
4081,Urinary hesitation,50
4082,Urinary incontinence,165
4083,Urinary retention,261
4084,Urinary sediment abnormal,1
4085,Urinary sediment present,1
4086,Urinary tract disorder,400
4087,Urinary tract infection,367
4088,Urinary tract infection fungal,2
4089,Urinary tract obstruction,3
4090,Urinary tract pain,1
4091,Urinary tract signs and symptoms,2
4092,Urine abnormality,65
4093,Urine analysis abnormal,75
4094,Urine calcium increased,4
4095,Urine electrolytes abnormal,1
4096,Urine flow decreased,8
4097,Urine ketone body present,1
4098,Urine odour abnormal,7
4099,Urine output,16
4100,Urine output increased,186
4101,Urine phosphorus increased,3
4102,Urine sodium increased,1
4103,Urogenital disorder,15
4104,Urogenital haemorrhage,3
4105,Urosepsis,7
4106,Urticaria,888
4107,Urticaria chronic,2
4108,Urticaria physical,1
4109,Urticaria vesiculosa,1
4110,Uterine atony,5
4111,Uterine cancer,3
4112,Uterine cervical erosion,9
4113,Uterine cervical squamous metaplasia,1
4114,Uterine contractions during pregnancy,5
4115,Uterine cyst,1
4116,Uterine disorder,9
4117,Uterine enlargement,3
4118,Uterine haemorrhage,42
4119,Uterine hypertonus,3
4120,Uterine hypotonus,5
4121,Uterine inflammation,1
4122,Uterine leiomyoma,34
4123,Uterine mass,1
4124,Uterine neoplasm,3
4125,Uterine pain,3
4126,Uterine perforation,1
4127,Uterine polyp,4
4128,Uterine prolapse,1
4129,Uterine rupture,6
4130,Uterine spasm,11
4131,Uterovaginal prolapse,1
4132,Uveitis,41
4133,VIIth nerve paralysis,55
4134,VIth nerve paralysis,3
4135,Vaginal cyst,3
4136,Vaginal discharge,104
4137,Vaginal disorder,5
4138,Vaginal dysplasia,1
4139,Vaginal erosion,1
4140,Vaginal haemorrhage,123
4141,Vaginal infection,199
4142,Vaginal inflammation,167
4143,Vaginal mucosal blistering,2
4144,Vaginal neoplasm,1
4145,Vaginal odour,3
4146,Vaginal prolapse,2
4147,Vaginal ulceration,3
4148,Vaginal wall congestion,1
4149,Vaginismus,2
4150,Vaginitis bacterial,7
4151,Vanishing bile duct syndrome,1
4152,Varicella,14
4153,Varices oesophageal,6
4154,Varicocele,2
4155,Varicose vein,47
4156,Varicose veins vulval,1
4157,Vascular anomaly,8
4158,Vascular calcification,1
4159,Vascular dementia,1
4160,Vascular graft occlusion,1
4161,Vascular headache,12
4162,Vascular hypertensive disorders,1
4163,Vascular hypotensive disorders,2
4164,Vascular insufficiency,5
4165,Vascular occlusion,5
4166,Vascular pain,6
4167,Vascular pseudoaneurysm,3
4168,Vascular purpura,213
4169,Vascular resistance pulmonary increased,2
4170,Vascular resistance systemic,3
4171,Vascular rupture,1
4172,Vascular stenosis,2
4173,Vasculitic rash,3
4174,Vasculitis,161
4175,Vasculitis cerebral,1
4176,Vasculitis gastrointestinal,2
4177,Vasculitis necrotising,27
4178,Vasoconstriction,5
4179,Vasodilatation,6
4180,Vasodilation procedure,138
4181,Vasomotor rhinitis,2
4182,Vasospasm,39
4183,Vein discolouration,5
4184,Vein disorder,8
4185,Vena cava thrombosis,1
4186,Venomous bite,1
4187,Venoocclusive disease,12
4188,Venoocclusive liver disease,15
4189,Venous insufficiency,7
4190,Venous occlusion,6
4191,Venous pressure increased,2
4192,Venous pressure jugular increased,1
4193,Venous thrombosis,42
4194,Venous thrombosis limb,2
4195,Ventricular arrhythmia,105
4196,Ventricular dysfunction,10
4197,Ventricular extrasystoles,146
4198,Ventricular failure,3
4199,Ventricular fibrillation,107
4200,Ventricular flutter,1
4201,Ventricular hypertrophy,9
4202,Ventricular hypokinesia,2
4203,Ventricular septal defect,8
4204,Ventricular tachycardia,163
4205,Vertebrobasilar insufficiency,2
4206,Vertical infection transmission,1
4207,Vertigo,531
4208,Vertigo CNS origin,1
4209,Vertigo positional,5
4210,Vessel perforation,1
4211,Vessel puncture site bruise,3
4212,Vessel puncture site haematoma,4
4213,Vessel puncture site haemorrhage,2
4214,Vessel puncture site inflammation,1
4215,Vestibular ataxia,1
4216,Vestibular disorder,20
4217,Vestibular neuronitis,1
4218,Viraemia,5
4219,Viral diarrhoea,30
4220,Viral infection,137
4221,Viral infections NEC,1
4222,Viral pharyngitis,1
4223,Viral skin infection,3
4224,Viral upper respiratory tract infection,14
4225,Virilism,13
4226,Vision blurred,498
4227,Visual acuity reduced,79
4228,Visual brightness,3
4229,Visual colour distortions,3
4230,Visual evoked potentials abnormal,1
4231,Visual impairment,555
4232,Vital dye staining cornea present,14
4233,Vitamin B complex deficiency,2
4234,Vitamin B12 deficiency,10
4235,Vitamin B6 deficiency,3
4236,Vitamin E decreased,1
4237,Vitamin K decreased,1
4238,Vitamin K deficiency,4
4239,Vitiligo,6
4240,Vitreous detachment,14
4241,Vitreous disorder,13
4242,Vitreous floaters,25
4243,Vitreous haemorrhage,10
4244,Vitreous opacities,4
4245,Vitreous prolapse,1
4246,Vocal cord disorder,1
4247,Vocal cord paralysis,5
4248,Vocal cord paresis,2
4249,Vogt-Koyanagi-Harada syndrome,2
4250,Volume blood increased,3
4251,Volvulus,2
4252,Vomiting,1175
4253,Vomiting neonatal,1
4254,Vulval abscess,2
4255,Vulval disorder,6
4256,Vulval ulceration,1
4257,Vulvitis,7
4258,Vulvovaginal burning sensation,9
4259,Vulvovaginal candidiasis,82
4260,Vulvovaginal discomfort,20
4261,Vulvovaginal disorder,7
4262,Vulvovaginal dryness,24
4263,Vulvovaginal erythema,2
4264,Vulvovaginal mycotic infection,96
4265,Vulvovaginal pain,12
4266,Vulvovaginal pruritus,30
4267,Vulvovaginal swelling,2
4268,Vulvovaginitis,21
4269,Vulvovaginitis trichomonal,2
4270,Waist circumference increased,3
4271,Walking disability,11
4272,Wandering pacemaker,1
4273,Warm type haemolytic anaemia,1
4274,Water intoxication,14
4275,Waxy flexibility,1
4276,Weight decreased,335
4277,Weight fluctuation,6
4278,Weight gain poor,1
4279,Weight increased,347
4280,Wernicke-Korsakoff syndrome,1
4281,Wheezing,186
4282,White blood cell count abnormal,1
4283,White blood cell count decreased,73
4284,White blood cell count increased,22
4285,White blood cell disorder,14
4286,White blood cells urine positive,10
4287,White matter lesion,1
4288,Withdrawal bleed,6
4289,Withdrawal hypertension,4
4290,Withdrawal syndrome,47
4291,Wound,16
4292,Wound complication,5
4293,Wound dehiscence,10
4294,Wound haematoma,1
4295,Wound haemorrhage,12
4296,Wound healing normal,1
4297,Wound infection,17
4298,Wound secretion,14
4299,Wrist fracture,3
4300,X-linked lymphoproliferative syndrome,14
4301,Xanthoma,6
4302,Xanthomatosis,1
4303,Xanthopsia,18
4304,Xeroderma,8
4305,Xerophthalmia,28
4306,Xerosis,6
4307,Yawning,44
4308,Yellow nail syndrome,1
4309,Yellow skin,4
4310,Zinc deficiency,1
4311,Zygomycosis,2
4312,pH urine decreased,1
4313,pH urine increased,1
